material_id,formula,space_group,nsites,count_unique_TM,count_TM,count_unique_C,count_C,consensus_formula,ab_angle(degree),caxis
mp-1078387,FeCu3S4,I-42m,8,2,4,1,4,Cu3FeS4,90.0,10.335488
mp-1078780,ZnCd3S4,P-43m,8,2,4,1,4,Cd3ZnS4,90.0,5.813462
mp-1080726,Zn3CrS4,P-43m,8,2,4,1,4,CrZn3S4,90.0,5.46733
mp-10933,Nd2TeS2,P-3m1,5,1,2,2,3,Nd2S2Te,120.00000402206582,7.773168
mp-1094066,ScAgS2,R3m,4,2,2,1,2,AgScS2,119.99999549401299,20.711629
mp-1094100,Nb4CoS8,P6_3/mmc,26,2,5,1,8,CoNb4S8,120.00000683158224,11.803449
mp-1095296,Dy4Te3S4,C2/m,11,1,4,2,7,Dy4S4Te3,90.0,-6.560044
mp-10953,Sc2CdS4,Fd-3m,14,2,3,1,4,CdSc2S4,90.0,10.832485
mp-1095468,Dy3Sc2S7,C2/m,12,2,5,1,7,Dy3Sc2S7,90.0,-10.979416
mp-1100884,Y6Mn11S20,R-3m,37,2,17,1,20,Mn11Y6S20,119.99999153796999,179.844777
mp-1103518,Dy(Mo3S4)2,R-3,15,2,4,1,4,DyMo3S4,120.00000546921622,11.377754
mp-1103562,Nb(Mo3S4)2,R-3,15,2,4,1,4,Mo3NbS4,119.99999813201939,11.051621
mp-1103974,La(Mo3S4)2,R-3,15,2,4,1,4,LaMo3S4,119.99999556819331,11.610146
mp-1103989,Nd(Mo3S4)2,R-3,15,2,4,1,4,Mo3NdS4,120.0000001325839,11.537816
mp-1104078,Y(Mo3S4)2,R-3,15,2,4,1,4,Mo3YS4,120.00000270822966,11.375111
mp-1104162,Mn2ZnS4,Fd-3m,14,2,3,1,4,Mn2ZnS4,90.0,10.312427
mp-1104180,Pr2Te5,Cmcm,14,1,2,1,5,Pr2Te5,90.0,4.464766
mp-1104449,Pr(Mo3S4)2,R-3,15,2,4,1,4,Mo3PrS4,119.99999947810629,11.583489
mp-1104677,Cd(Mo3S4)2,R-3,15,2,4,1,4,CdMo3S4,120.00000280777004,10.869876
mp-1105097,Ti4CoS8,C2/m,13,2,5,1,8,CoTi4S8,90.0,-5.861591
mp-1105614,NdScS3,Pnma,20,2,2,1,3,NdScS3,90.0,9.609433
mp-1105660,URuS3,Pnma,20,2,2,1,3,RuUS3,90.0,8.708518
mp-1105902,UCoS3,Pnma,20,2,2,1,3,CoUS3,90.0,8.396379
mp-1106085,Nb2PdS5,C2/m,16,2,3,1,5,Nb2PdS5,90.0,-14.999925
mp-1120816,Cu2SeS3,Cc,12,1,2,2,4,Cu2S3Se,90.0,-6.910139
mp-1173016,Nb15IrS32,C2/m,48,2,16,1,32,IrNb15S32,90.0,-12.704484
mp-1173110,Tb2EuS4,I-42d,14,2,3,1,4,EuTb2S4,90.0,8.426052
mp-1173526,Nb3NiS6,P6_322,20,2,4,1,6,Nb3NiS6,119.99999291748796,11.854699
mp-1180758,LaTe2,P4bm,24,1,1,1,2,LaTe2,90.0,-9.293205
mp-1181848,CdHgS4,I-4,6,2,2,1,4,CdHgS4,90.0,4.732855
mp-1184176,DyScS3,Pnma,20,2,2,1,3,DyScS3,90.0,9.559355
mp-1188199,Pr(YS2)3,P2_1/m,20,2,2,1,2,PrYS2,90.0,-10.754466
mp-1188216,Ce2Te3,Pnma,20,1,2,1,3,Ce2Te3,90.0,12.320472
mp-1188262,TbScS3,Pnma,20,2,2,1,3,ScTbS3,90.0,9.555817
mp-1188463,Th2FeS5,C2/c,16,2,3,1,5,FeTh2S5,90.0,-7.20784
mp-1188689,Nd(YS2)3,P2_1/m,20,2,2,1,2,NdYS2,90.0,-10.735787
mp-1188711,UVS3,Pnma,20,2,2,1,3,UVS3,90.0,8.968122
mp-1188815,U2CoS5,C2/c,16,2,3,1,5,CoU2S5,90.0,-6.870074
mp-1188929,Ti(NbS2)3,P6_322,20,2,2,1,2,NbTiS2,120.00000509996245,12.556707
mp-1189260,Nb3CrS6,P6_322,20,2,4,1,6,CrNb3S6,120.0000083033489,12.196207
mp-1189441,ThCrS3,Pnma,20,2,2,1,3,CrThS3,90.0,8.912472
mp-1189705,Ta9(CoS3)2,P-62m,17,2,10,1,3,CoTa9S3,119.9999964306816,3.3277
mp-1189927,EuZrS3,Pnma,20,2,2,1,3,EuZrS3,90.0,9.790363
mp-1189957,Ta3RhS6,P6_322,20,2,4,1,6,RhTa3S6,119.99999445120248,12.18669
mp-1189962,PrScS3,Pnma,20,2,2,1,3,PrScS3,90.0,9.62116
mp-1190092,Ta3VS6,P6_322,20,2,4,1,6,Ta3VS6,120.0000032821937,12.250224
mp-1190131,LaScS3,Pnma,20,2,2,1,3,LaScS3,90.0,9.653384
mp-1191191,La3Fe2S7,P6_3,24,2,5,1,7,Fe2La3S7,120.0000022449338,5.920318
mp-1191491,La4NiS7,P6_3,24,2,5,1,7,La4NiS7,90.0,-8.605407
mp-1191745,Sm4NiS7,P6_3,24,2,5,1,7,NiSm4S7,119.99999947124618,6.682556
mp-1191757,La4CoS7,P2_1,24,2,5,1,7,CoLa4S7,90.0,-8.635839
mp-1192173,La3Co2S7,P6_3,24,2,5,1,7,Co2La3S7,120.00000177351352,5.945057
mp-1192708,U8CoS17,C2/m,26,2,9,1,17,CoU8S17,90.0,-10.036645
mp-1192725,Pr4CuS7,P6_3,24,2,5,1,7,CuPr4S7,119.9999971308552,7.11307
mp-1192730,V(MoS2)2,C2/c,28,2,2,1,2,MoVS2,90.0,-11.643304
mp-1192773,Co(MoS2)2,C2/c,28,2,2,1,2,CoMoS2,90.0,-11.226352
mp-1192774,Hf9Re4S,P6_3/mmc,28,2,13,1,1,Hf9Re4S,120.000001966151,14.825832
mp-1192848,U8MnS17,C2/m,26,2,9,1,17,MnU8S17,90.0,-10.086813
mp-1192920,La4FeS7,P1,24,2,5,1,7,FeLa4S7,91.16921747615379,-8.640797
mp-1193030,Ce4CoS7,P2_1,24,2,5,1,7,Ce4CoS7,90.0,-8.265666
mp-1193219,Fe(MoS2)2,Cc,28,2,2,1,2,FeMoS2,90.0,-11.764501
mp-1193370,Nb2CuS4,Pnma,28,2,3,1,4,CuNb2S4,90.0,13.187726
mp-1193407,Dy2ZnS4,Pnma,28,2,3,1,4,Dy2ZnS4,90.0,13.563326
mp-1193731,U8VS17,C2/m,26,2,9,1,17,U8VS17,90.0,-10.089023
mp-1193754,U8TiS17,C2/m,26,2,9,1,17,TiU8S17,90.0,-10.181962
mp-1193946,Mn(NbS2)2,Pnma,28,2,2,1,2,MnNbS2,90.0,13.121112
mp-1194092,Hf9Mo4S,P6_3/mmc,28,2,13,1,1,Hf9Mo4S,119.99999620916626,8.530052
mp-1194113,Y2ZnS4,Pnma,28,2,3,1,4,Y2ZnS4,90.0,13.598706
mp-1194374,Nb4VS8,P6_3/mmc,26,2,5,1,8,Nb4VS8,119.99999273561544,12.271608
mp-1195795,La4(YS2)11,C2/m,37,2,5,1,2,La4YS2,90.0,-11.442832
mp-1195809,Gd2HfS5,Pnma,32,2,3,1,5,Gd2HfS5,90.0,11.578882
mp-1195848,U6Rh2S15,Im-3m,46,2,8,1,15,Rh2U6S15,90.0,13.028768
mp-1196123,Nd2HfS5,Pnma,32,2,3,1,5,HfNd2S5,90.0,11.693348
mp-1196300,Nd2ZrS5,Pnma,32,2,3,1,5,Nd2ZrS5,90.0,11.789543
mp-1196472,Pr2US5,Pnma,32,2,3,1,5,Pr2US5,90.0,11.990065
mp-1197050,Y2ZrS5,Pnma,32,2,3,1,5,Y2ZrS5,90.0,11.615667
mp-1197117,Pr4(YS2)11,C2/m,37,2,5,1,2,Pr4YS2,90.0,-11.430633
mp-1197619,La4(DyS2)11,C2/m,37,2,5,1,2,DyLa4S2,90.0,-11.422879
mp-1198001,Dy2HfS5,Pnma,32,2,3,1,5,Dy2HfS5,90.0,11.548461
mp-1198687,La2ZrS5,Pnma,32,2,3,1,5,La2ZrS5,90.0,11.545188
mp-1198956,Nd2ThS5,Pnma,32,2,3,1,5,Nd2ThS5,90.0,12.070859
mp-1199023,Dy2ZrS5,Pnma,32,2,3,1,5,Dy2ZrS5,90.0,11.582614
mp-1199162,La2US5,Pnma,32,2,3,1,5,La2US5,90.0,11.999251
mp-1199263,Ce4(YS2)11,C2/m,37,2,5,1,2,Ce4YS2,90.0,-11.403151
mp-1199685,Cu2(ReS2)3,C2/c,44,2,3,1,2,Cu2ReS2,90.0,-11.761503
mp-1200233,DyAgS2,P2_1,32,2,2,1,2,AgDyS2,90.0,-12.714258
mp-1200242,GdAgS2,P2_1,32,2,2,1,2,AgGdS2,90.0,-12.792126
mp-1200447,LaYS3,P2_1/m,40,2,2,1,3,LaYS3,90.0,-21.401645
mp-1201221,Ag2(RhS)15,Pm-3m,64,2,3,1,1,Ag2RhS,90.0,10.165258
mp-1202195,Pr2ZrS5,Pnma,32,2,3,1,5,Pr2ZrS5,90.0,11.837529
mp-1202577,Pr2ThS5,Pnma,32,2,3,1,5,Pr2ThS5,90.0,12.100709
mp-1202732,Pd2(RhS)15,Pm-3m,64,2,3,1,1,Pd2RhS,90.0,10.069421
mp-1202803,Pu2US5,Pnma,32,2,3,1,5,Pu2US5,90.0,11.281627
mp-1202826,Gd2US5,Pnma,32,2,3,1,5,Gd2US5,90.0,11.728354
mp-1203122,Ce2ZrS5,Pnma,32,2,3,1,5,Ce2ZrS5,90.0,11.656252
mp-1203224,Pr2HfS5,Pnma,32,2,3,1,5,HfPr2S5,90.0,11.76241
mp-1203455,Sm2ThS5,Pnma,32,2,3,1,5,Sm2ThS5,90.0,12.002592
mp-1206548,Nb2NiS4,P-3m1,7,2,3,1,4,Nb2NiS4,119.99999696262253,13.199826
mp-1207423,Zr9W4S,P6_3/mmc,28,2,13,1,1,W4Zr9S,120.00000735689194,8.686157
mp-1207526,Zr6FeS2,Pnnm,36,2,7,1,2,FeZr6S2,90.0,15.700291
mp-1208142,V3(CuS2)4,R3m,15,2,4,1,2,CuV3S2,90.0,-5.998903
mp-1208409,Ta3CoS6,P6_322,20,2,4,1,6,CoTa3S6,120.00000559590087,11.847298
mp-1209031,Sm3CrS6,Pnnm,40,2,4,1,6,CrSm3S6,90.0,16.184766
mp-1209414,Sm4MnS7,P6_3,24,2,5,1,7,MnSm4S7,119.99999855079903,6.847441
mp-1209456,Sm4CrS7,P6_3,24,2,5,1,7,CrSm4S7,119.99999741049277,6.749995
mp-1209912,Pd3Se2S,P4_2/mbc,48,1,3,2,3,Pd3SSe2,90.0,7.045678
mp-1209934,Pr4NiS7,P6_3,24,2,5,1,7,NiPr4S7,120.00000056275314,6.733463
mp-1210258,Pr4CrS7,P6_3,24,2,5,1,7,CrPr4S7,119.99999954632283,6.827886
mp-1210690,Pr4CoS7,P6_3,24,2,5,1,7,CoPr4S7,120.000004101478,6.858268
mp-1210765,Nd4NiS7,P6_3,24,2,5,1,7,Nd4NiS7,119.99999813422372,6.861662
mp-1211125,Nd4CoS7,P6_3,24,2,5,1,7,CoNd4S7,120.00000190709676,6.751429
mp-1211293,La(YS2)3,P2_1/m,20,2,2,1,2,LaYS2,90.0,-10.809115
mp-1211414,LaTiS3,Pnma,20,2,2,1,3,LaTiS3,90.0,13.248556
mp-1211918,La3Cu2S7,P6_3,24,2,5,1,7,Cu2La3S7,120.00000557759597,5.757603
mp-1212783,Gd3TiS6,Pnnm,40,2,4,1,6,Gd3TiS6,90.0,16.249725
mp-1213337,Gd3ScS6,Pnnm,40,2,4,1,6,Gd3ScS6,90.0,16.35337
mp-1214220,Ce2Fe2S5,Cmc2_1,18,2,4,1,5,Ce2Fe2S5,90.0,10.919609
mp-1214308,Ce3CrS6,Pnnm,40,2,4,1,6,Ce3CrS6,90.0,16.118902
mp-1215176,ZrUS2,R-3m,4,2,2,1,2,UZrS2,119.9999870580377,18.179139
mp-1215189,ZrTiS4,P-3m1,6,2,2,1,4,TiZrS4,120.00000305964016,12.29576
mp-1215430,Zn2SeS,P-4m2,4,1,2,2,2,Zn2SSe,90.0,5.590738
mp-1215436,Zn2FeS3,P3m1,6,2,3,1,3,FeZn2S3,120.00000125862283,9.453132
mp-1215446,Zn2SeS,R3m,4,1,2,2,2,Zn2SSe,119.99999733594714,19.390342
mp-1215447,ZnHgS2,R3m,4,2,2,1,2,HgZnS2,119.99998586076859,19.950903
mp-1215469,ZnFeS2,R3m,4,2,2,1,2,FeZnS2,120.000007515476,18.841333
mp-1215500,Zn3CoS4,P-4m2,8,2,4,1,4,CoZn3S4,90.0,10.791487
mp-1215515,Zn4FeS5,R3m,10,2,5,1,5,FeZn4S5,119.99998688176478,47.12492
mp-1215530,Zn2FeS3,Imm2,6,2,3,1,3,FeZn2S3,90.0,11.518915
mp-1215566,Zn5Se4S,R3m,10,1,5,2,5,Zn5SSe4,119.99998274879513,49.336285
mp-1215573,Zr2CoS4,Cm,7,2,3,1,4,CoZr2S4,90.0,-5.572789
mp-1215577,Zr2NiS4,Cm,7,2,3,1,4,NiZr2S4,90.0,-5.568929
mp-1215578,Zn4CdS5,R-3m,10,2,5,1,5,CdZn4S5,120.00000278175187,45.086275
mp-1215580,Zn5SeS4,I-4m2,10,1,5,2,5,Zn5S4Se,90.0,27.508371
mp-1215597,Zr2(SeS)3,Pm,8,1,2,2,2,Zr2SSe,90.0,-9.551854
mp-1215640,Zn2FeS3,R3,12,2,3,1,3,FeZn2S3,119.99999805979657,18.919322
mp-1215765,YUS2,R-3m,4,2,2,1,2,UYS2,120.00001085982376,19.595827
mp-1215784,Zn4CdS5,P3m1,20,2,5,1,5,CdZn4S5,120.00001400433962,32.335411
mp-1216058,Y2TeS2,Immm,5,1,2,2,3,Y2S2Te,90.0,13.556012
mp-1216101,Y4US7,Cm,12,2,5,1,7,UY4S7,90.0,-11.259627
mp-1216108,Y4CdS7,Cm,12,2,5,1,7,CdY4S7,90.0,-11.225523
mp-1216124,Y4CrS7,Cm,12,2,5,1,7,CrY4S7,90.0,-10.957502
mp-1216385,VCuS4,Imma,12,2,2,1,4,CuVS4,90.0,9.643578
mp-1216534,U2SeS,P4/mmm,4,1,2,2,2,U2SSe,90.0,5.599228
mp-1216571,V2MoS4,Cm,7,2,3,1,4,MoV2S4,90.0,-5.385488
mp-1216698,TiSeS,P3m1,3,1,1,2,2,TiSSe,90.0,-6.461255
mp-1216784,TiMoS3,P2_1/m,10,2,2,1,3,MoTiS3,90.0,-8.440512
mp-1216843,V(CrS2)2,Cm,7,2,2,1,2,CrVS2,90.0,-5.296152
mp-1216896,TiCuS4,Imma,12,2,2,1,4,CuTiS4,90.0,9.67767
mp-1216903,TiCrS2,P-3m1,4,2,2,1,2,CrTiS2,120.00000799745565,5.930335
mp-1216997,V(Cr7S10)2,C2/m,35,2,8,1,10,Cr7VS10,90.0,-27.021305
mp-1217001,U3TiS6,Pmc2_1,20,2,4,1,6,TiU3S6,90.0,10.494713
mp-1217134,Ti3VS4,P2/m,8,2,4,1,4,Ti3VS4,90.0,-6.37541
mp-1217140,Ti3(SeS2)2,P3m1,9,1,3,2,3,Ti3S2Se,120.00000456072958,18.481287
mp-1217143,Ti3AgS6,R-3,10,2,4,1,6,AgTi3S6,120.00000252937473,19.378142
mp-1217148,Ti3VS6,R-3,10,2,4,1,6,Ti3VS6,120.00000034477253,17.337315
mp-1217178,Ti3FeS6,R-3,10,2,4,1,6,FeTi3S6,119.99999755575003,16.7199
mp-1217196,Ti5MnS10,P-3m1,16,2,6,1,10,MnTi5S10,120.00000580730811,29.960337
mp-1217205,Ti5CuS10,P-1,16,2,6,1,10,CuTi5S10,89.9400571042222,7.365753
mp-1217266,Ti(MoS2)2,Cm,7,2,2,1,2,MoTiS2,90.0,-5.472505
mp-1217360,Ti(CrS2)2,Cm,7,2,2,1,2,CrTiS2,90.0,-5.338229
mp-1217436,ThU2S5,Pna2_1,32,2,3,1,5,ThU2S5,90.0,11.822763
mp-1217524,Th2(Mo3S4)5,P-1,74,2,5,1,4,Mo3Th2S4,90.85248666066465,13.257438
mp-1217634,Tb3Sc2S7,C2/m,12,2,5,1,7,Sc2Tb3S7,90.0,-11.035198
mp-1217639,Tb4CeS7,Cm,12,2,5,1,7,CeTb4S7,90.0,-11.308558
mp-1217708,Tb2MnS4,Cmc2_1,14,2,3,1,4,MnTb2S4,90.0,12.90925
mp-1217770,Ta2AgS4,P-3m1,7,2,3,1,4,AgTa2S4,119.99999212707195,14.00884
mp-1217790,Ta(Mo2S5)2,P1,15,2,3,1,5,Mo2TaS5,98.06103581789321,7.837836
mp-1217794,Ta10SeS3,P4mm,14,1,10,2,4,Ta10S3Se,90.0,22.160897
mp-1217848,Tb(CuS)3,R-3,14,2,2,1,1,CuTbS,119.99999312661068,19.146946
mp-1217910,TaMoS4,Pm,6,2,2,1,4,MoTaS4,90.0,-6.296902
mp-1218002,Ta2MoS6,Cm,9,2,3,1,6,MoTa2S6,90.0,-6.393732
mp-1218051,Ta4MoS8,P-3m1,13,2,5,1,8,MoTa4S8,120.00001027661432,25.410429
mp-1218053,Ta3(CuS3)2,Cmc2_1,22,2,4,1,3,CuTa3S3,90.0,13.22237
mp-1218056,Ta4AgS8,Pm,13,2,5,1,8,AgTa4S8,90.0,-13.610973
mp-1218062,Ta3WS8,Imm2,12,2,4,1,8,Ta3WS8,90.0,26.050152
mp-1219053,SmEuS2,P4/mmm,4,2,2,1,2,EuSmS2,90.0,5.767219
mp-1219055,SmGdS3,Pnma,20,2,2,1,3,GdSmS3,90.0,15.359406
mp-1219140,Sm3YS4,C2/m,8,2,4,1,4,Sm3YS4,90.0,-6.830165
mp-1219173,Sm4EuS5,R-3m,10,2,5,1,5,EuSm4S5,120.00000649049962,48.921321
mp-1219501,RuSeS,P2_13,12,1,1,2,2,RuSSe,90.0,5.836325
mp-1219515,Ru2SeS3,P2_1,12,1,2,2,4,Ru2S3Se,90.0,-5.749197
mp-1219720,PtSeS,P3m1,3,1,1,2,2,PtSSe,119.99998921714655,5.42638
mp-1219726,PrUS2,R-3m,4,2,2,1,2,PrUS2,120.00001576673145,20.024627
mp-1219732,Pt4SeS3,P-4m2,8,1,4,2,4,Pt4S3Se,90.0,12.405952
mp-1219738,PrSm3S4,R-3m,8,2,4,1,4,PrSm3S4,120.00000146461464,39.759284
mp-1219823,PrU2S5,Pna2_1,32,2,3,1,5,PrU2S5,90.0,11.816575
mp-1219871,PdSeS,P2_12_12_1,12,1,1,2,2,PdSSe,90.0,8.31084
mp-1220154,NdU2S5,Pna2_1,32,2,3,1,5,NdU2S5,90.0,11.786078
mp-1220442,Nb6ZnS8,P-3,15,2,7,1,8,Nb6ZnS8,119.99999463557087,3.388832
mp-1220444,Nb6CdS8,P-3,15,2,7,1,8,CdNb6S8,120.00000276147591,3.380338
mp-1220455,NbW3S8,Pmm2,12,2,4,1,8,NbW3S8,90.0,13.071172
mp-1220620,Nb3WS8,R3m,12,2,4,1,8,Nb3WS8,120.00000743717202,76.438913
mp-1220692,Nb3IrS8,C2/m,12,2,4,1,8,IrNb3S8,90.0,-6.267001
mp-1220696,Nb2AgS4,P3m1,7,2,3,1,4,AgNb2S4,120.00001184117225,14.566298
mp-1220938,Nb3(CuS3)2,P3m1,22,2,4,1,3,CuNb3S3,120.00000473832792,40.714476
mp-1221404,MoSeS,P-3m1,6,1,1,2,2,MoSSe,120.00000378515092,14.262654
mp-1221485,Mo2SeS3,P3m1,6,1,2,2,4,Mo2S3Se,119.999997359239,14.163127
mp-1221501,Mo3(SeS)2,P1,14,1,3,2,2,Mo3SSe,91.65694468370718,6.604179
mp-1221502,MnZnS2,P3m1,4,2,2,1,2,MnZnS2,119.99999414000222,6.392648
mp-1221529,MnZnS4,P2_1/c,12,2,2,1,4,MnZnS4,90.0,-5.741799
mp-1221530,MnZn4S5,Cm,20,2,5,1,5,MnZn4S5,90.0,-6.349264
mp-1221533,MnZn4S5,P3m1,20,2,5,1,5,MnZn4S5,120.00000034093884,31.70936
mp-1221534,MnZn3S4,P3m1,8,2,4,1,4,MnZn3S4,119.99999074573769,12.732541
mp-1221581,MnHg2S3,P3m1,6,2,3,1,3,Hg2MnS3,120.00000625519431,10.126695
mp-1221590,MnHg3S4,R3m,8,2,4,1,4,Hg3MnS4,120.00000477574251,40.860196
mp-1221595,MnHg4S5,I-4m2,10,2,5,1,5,Hg4MnS5,90.0,29.678879
mp-1221643,MnCdS2,P3m1,4,2,2,1,2,CdMnS2,120.00000475924658,6.644164
mp-1221701,MnVS2,R-3m,4,2,2,1,2,MnVS2,120.00000385722578,16.711595
mp-1221703,MnCd2S3,Cm,12,2,3,1,3,Cd2MnS3,90.0,-9.466937
mp-1221706,Mn4CdS5,R-3m,10,2,5,1,5,CdMn4S5,119.99999871011177,45.446005
mp-1221772,MnCd4S5,Cm,20,2,5,1,5,Cd4MnS5,90.0,-6.764345
mp-1221777,MnCd4S5,Cm,20,2,5,1,5,Cd4MnS5,90.0,-9.529383
mp-1221805,Mn4FeS5,R-3m,10,2,5,1,5,FeMn4S5,119.9999941989486,43.873548
mp-1221850,Mn4CoS5,R-3m,10,2,5,1,5,CoMn4S5,120.00000157064012,42.864607
mp-1222040,Mn(CuS)2,F-43m,20,2,2,1,1,CuMnS,90.0,10.936706
mp-1222958,LaEuS2,R-3m,4,2,2,1,2,EuLaS2,119.9999918077276,20.303144
mp-1223418,La2CeS4,I-42d,14,2,3,1,4,CeLa2S4,90.0,8.689195
mp-1223955,Hg2TeS,R3m,4,1,2,2,2,Hg2STe,120.00001040000626,21.980955
mp-1224418,Hf2(SeS)3,Pm,8,1,2,2,2,Hf2SSe,90.0,-9.49811
mp-1224432,Hf(US)3,Pm-3m,7,2,2,1,1,HfUS,90.0,5.288358
mp-1224454,Hf3CoS6,R-3,10,2,4,1,6,CoHf3S6,120.00000408961378,17.276002
mp-1224473,Hf2NiS4,C2/m,7,2,3,1,4,Hf2NiS4,90.0,-5.42483
mp-1224493,Hf4FeS8,C2/m,13,2,5,1,8,FeHf4S8,90.0,-6.216645
mp-1224522,La9Mn5S21,R3,70,2,14,1,21,La9Mn5S21,119.99999728548507,17.474509
mp-1224623,Hf8Mo5S,Amm2,28,2,13,1,1,Hf8Mo5S,90.0,-7.664851
mp-1224776,Gd3Sc2S7,C2/m,12,2,5,1,7,Gd3Sc2S7,90.0,-11.093746
mp-1225004,FeCoS4,P2_1/c,12,2,2,1,4,CoFeS4,90.0,-5.462084
mp-1225090,FeNiS2,Imm2,16,2,2,1,2,FeNiS2,90.0,11.411231
mp-1225163,Fe2SeS,P-6m2,4,1,2,2,2,Fe2SSe,90.0,5.658565
mp-1225191,Fe3Rh3S8,R-3m,14,2,6,1,8,Fe3Rh3S8,119.99999793388132,16.554314
mp-1225204,Fe3(Se2S)2,Pm,18,1,3,2,3,Fe3SSe2,90.0,-10.691952
mp-1225337,Dy4MnS7,Cm,12,2,5,1,7,Dy4MnS7,90.0,-11.080797
mp-1225651,DyCrS3,Pnnm,40,2,2,1,3,CrDyS3,90.0,16.20422
mp-1225702,CuNi3S8,R-3,12,2,4,1,8,CuNi3S8,120.00000241703344,9.755151
mp-1225747,CuSeS,P2_13,12,1,1,2,2,CuSSe,90.0,5.985369
mp-1225772,Cu3Pd13S7,R3m,23,2,16,1,7,Cu3Pd13S7,120.00000126746905,7.744656
mp-1226019,Co5NiS8,F-43m,14,2,6,1,8,Co5NiS8,90.0,9.302891
mp-1226056,Co5CuS8,F-43m,14,2,6,1,8,Co5CuS8,90.0,9.386645
mp-1226064,CoNiS4,P2_1/c,12,2,2,1,4,CoNiS4,90.0,-5.585265
mp-1226070,CoCuS4,P2_1/c,12,2,2,1,4,CoCuS4,90.0,-5.741614
mp-1226106,CoRhS4,P2_1/c,12,2,2,1,4,CoRhS4,90.0,-5.638211
mp-1226130,Cr5NiS8,P2/m,14,2,6,1,8,Cr5NiS8,90.0,-10.903898
mp-1226263,Cr11NiS16,P-1,28,2,12,1,16,Cr11NiS16,90.55143089522144,8.225788
mp-1226267,Cr2SeS,P-6m2,4,1,2,2,2,Cr2SSe,120.00001361299438,6.05208
mp-1226292,Cr4(SeS)3,R3,10,1,4,2,2,Cr4SSe,119.99999769648105,16.672006
mp-1226328,Cr4Te3S,Imm2,8,1,4,2,4,Cr4STe3,90.0,-3.45875
mp-1226375,Cr3Rh3S8,P-1,14,2,6,1,8,Cr3Rh3S8,116.13248718056477,6.597495
mp-1226465,Co3Ni3S8,R-3m,14,2,6,1,8,Co3Ni3S8,120.00000036954225,16.169332
mp-1226504,Co(NiS2)2,P2/m,7,2,2,1,2,CoNiS2,90.0,-5.911825
mp-1226520,CeTh2S3,P-3m1,6,2,3,1,3,CeTh2S3,119.99999211381336,9.71367
mp-1226610,CeY4S7,Cm,12,2,5,1,7,CeY4S7,90.0,-11.325874
mp-1226713,CeDy4S7,Cm,12,2,5,1,7,CeDy4S7,90.0,-11.316788
mp-1226737,Ce2SeS,P4/mmm,4,1,2,2,2,Ce2SSe,90.0,5.827386
mp-1226812,Ce2ThS3,P-3m1,6,2,3,1,3,Ce2ThS3,120.0000045931487,9.84608
mp-1226820,Cd5TeS4,I-4m2,10,1,5,2,5,Cd5S4Te,90.0,30.167327
mp-1226846,Cd5Te4S,R3m,10,1,5,2,5,Cd5STe4,119.99999478437773,56.196782
mp-1226907,Cd3FeS4,P-4m2,8,2,4,1,4,Cd3FeS4,90.0,11.641501
mp-1226929,Cd4CoS5,Cm,20,2,5,1,5,Cd4CoS5,90.0,-15.726575
mp-1226961,Ce(PrS2)2,I-42d,14,2,2,1,2,CePrS2,90.0,8.646427
mp-1226993,La9Ni5S21,R3,70,2,14,1,21,La9Ni5S21,100.37613069621344,11.292212
mp-1227026,Cd4FeS5,Cm,20,2,5,1,5,Cd4FeS5,90.12783920389961,17.82525
mp-1227523,CeU2S5,Pna2_1,32,2,3,1,5,CeU2S5,90.0,11.654889
mp-1232268,Cr2AgS4,C2/m,14,2,3,1,4,AgCr2S4,90.0,-5.39827
mp-1232346,Cr2AgS4,Pnma,28,2,3,1,4,AgCr2S4,90.0,11.939822
mp-1237864,Nb2CuS4,Pnma,28,2,3,1,4,CuNb2S4,90.0,13.518351
mp-1238784,Cr2HgS4,P2/m,14,2,3,1,4,Cr2HgS4,90.0,-6.725468
mp-1238791,Cr2CuS4,C2/m,14,2,3,1,4,Cr2CuS4,90.0,-5.098944
mp-1238836,Cr2HgS4,Pnma,28,2,3,1,4,Cr2HgS4,90.0,12.853769
mp-1238867,Cr2CuS4,Pnma,28,2,3,1,4,Cr2CuS4,90.0,12.237567
mp-1239173,Cr2AgS4,Pmmn,28,2,3,1,4,AgCr2S4,90.0,13.147424
mp-1239177,Cr2AgS4,Pnma,28,2,3,1,4,AgCr2S4,90.0,12.583168
mp-1239184,Cr2HgS4,Pmmn,28,2,3,1,4,Cr2HgS4,90.0,13.422386
mp-14025,Zr2CuS4,Fd-3m,14,2,3,1,4,CuZr2S4,90.0,10.448072
mp-1492,CdTe,P3_121,6,1,1,1,1,CdTe,120.00001273520569,10.499976
mp-15613,Cu(RhS2)2,Fd-3m,14,2,2,1,2,CuRhS2,90.0,9.881729
mp-15958,Nb3VS6,P6_322,20,2,4,1,6,Nb3VS6,120.00000757821367,12.230195
mp-15973,Cr2HgS4,Fd-3m,14,2,3,1,4,Cr2HgS4,90.0,10.346049
mp-16684,PrCuS2,P2_1/c,16,2,2,1,2,CuPrS2,90.0,-6.85945
mp-16919,Y2HfS5,Pnma,32,2,3,1,5,HfY2S5,90.0,11.570741
mp-17105,Hf9V4S,P6_3/mmc,28,2,13,1,1,Hf9V4S,120.000000416154,8.412543
mp-19866,UTeS,Pnma,12,1,1,2,2,USTe,90.0,8.961132
mp-20499,Sc2FeS4,Fd-3m,14,2,3,1,4,FeSc2S4,90.0,10.506357
